Anime_ID|Synopsis
578|Devilman, one of the soldiers in the Demon clan, is ordered by the greatest demon to spread chaos in the earth. He successfully haunts the body of Akira, an orphan, and goes in his way to attend to his duties. In the mean time, the Demon clan discovers that he has betrayed them. The reason was love. Demon after demon was sent to defy Devilman. All have lost, However, and from here continues the story.
512|After World War 3 the General Management Control Office construct an experimental city known as Olympus inhabited by humans, cyborgs and bioriods. Bioriods are a genetically engineered being created to serve mankind. They run all administration of Olympus. Olympus was meant to be a utopian society. But for some it is less of a utopia and more of a cage. Calon Mautholos, an Olympus city police officer, is one of these people. Calon secretly conspires with a terrorist, A. J. Sebastian, to destroy Gaia, a super computer that runs Olympus. Out to stop them are Olympus city police SWAT team members Deunan Knute and Briareos Hecatonchires. Deunan and Briareos are determined to stop the terrorist plot by any means necessary.
1034|"In another world, another time, all the old legends of vampires...of ghosts...of werewolves...and all manner of things that go bump in the night...are real. And as all the old legends make so very clear, humans are the natural enemies of...The Darkstalkers. Yet one man with a mysterious past has made it his duty to seek out and destroy those who would threaten and eclipse humanity's future. Bearing a sword that seems almost...alive...he stands ready to fight all those who have dedicated their lives to The Dark. Starring all you favorite characters from the hit video game. Nightwarriors: Darkstalkers' Revenge The Animated Series is a one-of-a-kind thrill ride that takes traditional ""monsters"" to a level beyond you wildest dreams."
6160|Himawari Hinata recently transfered to Shinobi Gakuen to train to become the best kunoichi she can be. She wanted to be a ninja ever since she was saved by one when she was little. On her first day, she meets Hayato Madenokoji (a new transfer teacher) who saves her life. Hayato does not possess any ninja skills or traits—he is teaching the ninjas about normal society to pay off his debt. However, Himawari notices that Hayato bears the same mark on his neck as the ninja who saved her when she was young.
1970|"A year later, Goro has found a career and is going to school to become a veterinarian. The twelve ""Angels"" have sworn not to use thier powers as they continue to live with him. There are new problems to deal with as they grow together as a surrogate family and grow up."
2927|Meet Yohko Yamamoto - a cat-eyed, 15-year-old girl in the late 20th century with a love for videogames and Pocky. Because of her exceptional talent with arcade shooters, she's been recruited by Lawson to travel a thousand years into the future to pilot the prototype ship TA-29. Together with Ayano Elizabeth Hakuhoin, Madoka Midoh and Momiji Kagariya, Yohko leads the Terran team against Rouge and Ness' infamous Red Snappers in this epic space adventure.
5338|A young couple recount the story of how they fell in love and were cursed into non-human forms: specifically, a small walking table and a fish-headed man.
16919|Acclaimed genetic scientist Dr. Sōsuke Banba follows cases of unknown animal attacks that appear to be connected in some way with his own past and the scar on his left temple.
14017|Mitsumasa Kido discovers a misterious baby in the himalayas whom he adopts as his grandaughter. 16 years later, Saori Kido is a young girl troubled by her mysterious powers. She is saved by Seiya from an assassin sent to kill her. Saori then learns she is the reincarnation of the Goddess Athena with Seiya being one of her Saints sworn to protect her. Upon learning of her destiny, she heads to the Sanctuary to rebel against the Pope's murderous plot.
249|Adapted from the famous samurai masterpiece, Hakkenden tells the tale of eight samurai brothers. Reincarnated and bound to defend the Awa clan, these eight souls must find one another and unite to stop a powerful demonic force. However, the demons that oppose them are determined to keep them seperate and even place them in mortal combat against one another. It is up to Shino, the bearer of the Murasame, to find his wayward brothers and convince them to fight as allies.
5989|Justy is a powerful esper cosmo-policeman. Feared by many criminals, they join forces on an attempt to murder him. The plan involves Astaris, daughter of a criminal Justy killed, but whom he has been taking care of ever since.
1022|Ever since they've seen the pop-idol Reika perform, these three girls have been influenced into becoming pop idols themselves. They all enroll in the Akiba music school and soon climb their way to the very top while discovering the music of angels inside themselves.
14613|Yuri Oshimoto is constantly baffled by the three queer older members of her school´s tennis club.
361|Leon is a rookie with Jeena as his partner in the AD Police, an extremely violent, anti-Boomer police division. The first story concerns a mysterious woman from Leon's past that starts to follow him. The second story is about a serial killer who kills prostitutes and viciously eviscerates them. The final story follows Billy who is a cyborg that questions his humanity, as the only flesh he possesses from his original body is his tongue.
12620|Takes place in-between episodes 8 and 9 of the first season of Hakuōki Shinsengumi Kitan. Chizuru Yukimura goes on a reconnaissance mission in Shimabara, as a geiko, for the Shinsengumi. Each episode unfolds the events of the days leading up to, during, and after the operation. It intermittently reveals each captain's involvement; as well as that of a few demons, in the affair through the perspectives of: Sōji Okita, Hajime Saitō, Sanosuke Harada, Heisuke Tōdō, Toshizō Hijikata, and Chikage Kazama.
822|Ten years after the death of their foster father, brothers Terry and Andy Bogard return to Southtown to extract revenge from crime lord Geese Howard. They team up with kickboxing champion Joe Higashi and participate in the prestigious King of Fighters tournament in hopes of facing Geese and giving him his well-deserved defeat.
2280|Virgin 24-year-old Masuo Fuguno is desperately in love with Nagisa Shiozaki, a 22-year-old kindergarten teacher. He is popular among the women, but he truly only has eyes for Nagisa. However, he is a clumsy, thickheaded and gentle man and gets into trouble a lot. He ends up in situations where it is easy for poor Nagisa to misinterpret what really happened.
4181|In a trashy bachelor pad lived a colony of roaches who are able to roam freely for food or for games. Because of the homeowner being gentle with the roaches, they have no fear of traps, spray, or being stepped on. However when the homeowner starts bringing over a woman over, life starts to change for the roaches who are already living an easy life.
7633|Mysterious disappearances are occurring one after the other in Tatsumi Town. Kiriya has a vision from a mysterious beautiful girl with pointy ears. A book talking for an alternative world is found. And Mao searching for her long lost friend, Zero, comes to our world. But what she didn’t expect is to find Souma and Kureha, and even less, to accidentally take them to her world. Now, Souma and Kureha have to find a way to come back. But other forces are playing their part in the darkness and Souma with Kureha will find that going back is harder than they first anticipated.
2477|"In the distant future, an evil entity known as Violenjiger resurrects nine of the most feared generals in Destron history. While saving some inhabitants of a planet destroyed by these Destrons, Cybertron leader Victory Saber is seriously damaged. The leadership of the Cybertron forces is passed on to the heroic robot Dai-Atlas. Together with Sonic Bomber, Dai-Atlas must protect a mysterious crystal on Earth known as the ""Zodiac"" from falling into the hands of Violenjiger."
5664|Mr. Hokke and his wife lived the ordinary life of the henchmen of some evil organization, but like every parent they wanted something better for their children. Saddly they died before they can make their dreams come true. Now is up to their five daugthers: Otone, Kanashi, Yoku, Maika and Utano to realize their father's wish, and with the help of the imp Akunoko, become the greatest evil of the World.
2607|"When Azusia and Yuzura were mere children, they were betrothed to each other by their parents. Many years later, after Azusia's mother mysteriously dies, Azusia returns to Yuzura with the intent of marrying him. Of course, Yuzura has a girlfriend, Satomi, and this doesn't sit to well with Azusia. Add to the fact that Azusia is anything but ""normal"", and she has no problem eliminating the competition by any means possible."
8137|After being drafted into the Earth Team - a basketball team comprised solely of humans - street-punk-turned-pro Hideyoshi couldn't be more cocky. The team is still up against the Gorons, a physically superior race of aliens who have dominated the game for some time. New challenges and problems stand in their way. Hideyoshi is unhappy with the team and the Gorons have new tricks up their sleeves.
1147|Five supernatural factions have been fighting against each other for who knows how many centuries, with the beginning of Aquarian Age always in mind. Kyouta, soon begins to see visions of mystical girls fighting, except they do exist. Soon he and his girlfriend Yoriko become involved and the battle for Earth and Aquarian Age lies in their hands.
14834|
6667|Constantly moving throughout the ocean the Temple of the Sea exists invisible to human eyes. It is here that the Sea Crown exists. Phantom the Pirate has captured the egg of a Manaphy, the only Pokémon able to locate the temple. However, his plans are ruined when Jack Walker, a Pokémon Ranger, interferes. Along the way, Ash Ketchum and his friends manage to get caught up in the adventure to return Manaphy to it's home. But along the way Manaphy and May form a special bond.
2467|Dear Boys is a story about determination to excel in a sport inwhich you love and also have fun at the same time. The tension as underdogs in the whole prefecture with only 5 players. How this team struggle to win, setbacks, teamwork, a purpose in life. This story relates to our lives as we strive to do our best, not just in sports, school but also relationships between friends and ones we love.
3434|Nagisa Misumi and Honoka Yukishiro couldn't be more different. Nagisa is sporty and Honoka bookish, and while they attend the same school, they have very little in common—until one day, a shower of shooting stars brings two very unlikely visitors into their lives: Mippuru and Meppuru, refugees from the Garden of Light, which has been conquered by Darkness. Endowed with new and startling powers, Nagisa and Honoka become Cure Black and Cure White, magical defenders of the light—together, they are Pretty Cure.
302|Nana Suzuki winds up being split into seven copies of herself. Besides the original Nana, there's also a smart Nana, a happy Nana, an angry Nana, a sensitive Nana, a sad Nana, and a slow Nana.
1025|<i>Wild Arms</i> exploits the tales of Sheyenne Rainstorm, a deadly gunslinger trapped in the body of a 10-year old boy. Together with bandit Kiel Aronakus, card-throwing dame Loretta Oratorio, vampire girl Mirabelle Graceland and a weird creature named Jerusha, Sheyenne embarks on a long journey to find out about his lost past and figure out who placed him in his current body.
7471|The Sablum Empire has been attempting to take over the kingdom of Windland for many years, and are now plotting with the mercenaries Sister Hell and Darkness Knight to start a new offensive using powerful magical beings called Angels. Hyaweh, a carefree yet talented swordsman, and Priecia, who just might be the lost princess of Windland, are enrolled at the Knight's Academy in Windland to hone their skill at swords and sorcery. There they meet many friends and allies who can help them protect their homeland from the impending invasion.
15571|Cockroaches Gokicha and Chaba move from Kanto to Hokkaido, giving their newly-found life experiences from the perspective of this indestructible insect. Though others see them only as squashable nuisances, these vermin are personified using young female faces and voices, as they open their misunderstood world to us in their own uniquely cute way.
4170|In the first short, Lowe Gear and the Junk Guild make a stop at an mobile suit parts auction on Earth where Lowe purchases a head taken from a modified BuCUE suit which, when attached to the arm of his Red Frame Astray, acts as a dual beam saber. Lowe tries to decrypt some combat data contained in the head, but is shortly engaged by, and goes into combat with, several ZAFT suits including a CGUE DEEP Arms. In the second short, Blue Frame pilot Gai Murakamo engages and, with the help of his fellow Serpent Tail mercenaries, traps a GINN High Mobility Type. He then faces off with the legendary Edward Harrelson, who pilots a Sword Calamity Gundam and has just finished destroying a fleet of ZAFT ships.
11484|"A series of webshorts based on the characters from Macross Frontier, placing them into the roles of various employees of the software development company ""Frontier Software."""
6602|A spoiled prince from the Moon Country (which is located on Crescent Moon Island, on a southern sea) is traveling the world and is to be escorted back to his home island by Naruto, Kakashi, Sakura and Lee. The Prince ends up purchasing a circus and hilarity ensues, team Kakashi then has the duty of protecting both the Prince and his new purchase. All the while three mysterious ninja arrive to cause trouble.
15553|In 2018, humans and wizards live together in Tokyo. Police continue to protect order in society, but wizards are tried according to magical law, in special courts defended by wizard barristers. At age seventeen, Cecile has just become the youngest wizard barrister, and begins work at the Butterfly Law Offices. While she hasn't realized it yet, she has tremendous magical potential.
15785|"Ordinary high school students Shōgo Ryūjin, Tyrone, Antonio, and Luke are the White Bone warriors. With their special Bone Cards they defend Earth from the evil Dark Bone, who has come from the darkness to destroy our world. However, the true identity of the ""enemy"" is still uncertain."
6074|After the dreadful events related to her mother, Katsumi Liqueur has just one thing in mind: To leave this horrible town as fast as possible, a town where she knows nobody and has no friends. But she soon faces serious obstacles as Rally Cheyenne, the commander of the Attacked Mystification Police, hasn't given up her plan to recruit Katsumi for her team in order to defend the citizens against the Lucifer Hawk demons. And the AMP aren't the only ones interested in making use of Katsumi's magical powers...
6604|Once a year prestigious Rikkyouin High School has a lottery to determine the next year's Student Council membership. On their first day of school Chihiro Enomoto wins the presidency while his childhood friend Tokino Akiyama picks the vice-president's ticket. There is one catch though, they must first pass a one year apprenticeship under the current Student Council and any failure to perform the tasks assigned, however minor, will result in immediate expulsion from the school.
732|As a baby Jiro was delivered to his foster parents by a massive oni, who said he would return for Jiro in 15 years. When the time comes Jiro must contend with enemy oni, dark cultists, and their minions while attempting to protect both his parents and girlfriend from their depredations. Ultimately he must embark on a journey through the past, future, and other dimensions to embrace his destiny as Shuten Doji reborn.
2914|Naoki Kuzumi, a junior in high school, had lost his parents in an accident five years ago, and is living with his aunt, uncle, and cousin Matsuri. He always thought his life was ordinary, besides the fact that he can't remember what happened in his youth. One sunny day as he is taking a nap on a bench, a redheaded girl—Mikoto—literally falls on him from the sky. For some reason, she thinks he's her younger brother. Naoki's time period is a temporal shelter for those in the future, when many are suffering from an incurable disease. When she heard her younger brother Yūsuke had been taken to Naoki's time, Mikoto herself had gone back in time.
1196|Goro's down on his luck. He keeps losing jobs and has little money. One day he meets a fortune-teller outside of a pet store who predicts that his luck will change. That night three girls appear in his appartment claiming to be his guardian angels. Soon a total of twelve girls appear to help him, each one a reincarnation of a deceased pet once owned by Goro.
744|
14994|The story follows around a group of high school students that want to perform a charm that bring luck, but they failed.
711|
1811|Humanity is exterminated by a genetic race they created to fight a deadly virus. One of the scientists brings his young daughter into a cryogenic sleep, hoping that she will awaken one day and find surviving humans, so that she can bring peace between them and the genetic beings, the Enterrans. The girl, Yakumo received special powers at the impact of a meteorite, the impact after which the Enterrans went evil. When she awakens, 500 years later, she goes on her journey and meets three Enterrans who join her. Together with them she slowly finds from the secrets of the past and what happened to her home planet in reality.
11045|Kuzumi Hiroshi moves with his crippled sister and his father to the remote city of Jouga, which is famous for its hassaku citrus and the rumors that a species of enormous wolves once lived in the area. While some of the residents are more than friendly, when people begin to vanish suddenly, it becomes apparent that something sinister is afoot...
2632|"Ken, Joe, and Akira, three high school students, must combine their three mecha into Gekiganger III to defeat the evil Prince Akara and Emperor Hyperion. The OAV is a compilation of the scenes from Nadesico, a new ""movie"", and is a parody of many mecha series from the 80s."
13891|Tamaki Kasuga has supposedly gone to live with her grandmother after her parents are transferred overseas. But the real reason for her arrival is that she must continue the role, handed down from her ancestor Princess Tamayori, to seal the sword Onikirimaru. Five young men serve as her guardians against the mysterious Logos.
15773|"After seeing a strange full-circle rainbow appeared near Tanegashima Space Center on TV news program with strange deja-vu feelings, high school sophomore Daichi Manatsu traveled to Tanegashima (where his father serving as the commander of the Space Center) on the first day of his summer vacation. There he met a mysterious girl Hana Mutou, a genius hacker Akari Yomatsuri, a quiet boy Teppei Arashi (but with fiery side), and — to his biggest surprise — a giant robot called ""Earth Engine,"" designed to repel invading KILL-T-GANG, a mysterious mechanical life form from Uranus. Meanwhile, the invasion from KILL-T-GANG is already underway, giving Daichi and his team of teenagers no choice but to pilot Earth Engine to defend his home planet."
2605|An unseen evil lurks in the streets of Paris. Unless something is done, the darkness will unleash its destruction and consume all that is good. The City of Love will be lost to her people forever. All hope rests within the hearts of five young ladies. The only problem is, they don't even know it yet. But will an apprenticed nun, a reserved aristocrat, a hardened criminal, a traveling circus emcee and a Japanese girl experiencing loss set aside their unique differences and come together as one for the defense of many. The Paris Fighting Troup is born.
10675|A new cast of characters take on the continued battle between good and evil. Ginga, our hero, and his group of loyal friends take on a dangerous group called the Dark Nebula. Dark Nebula’s mission is to take over the world and unleash their evil upon it; but before they can do so, they must destroy Ginga as he is the only person that’s strong enough to stand in their way. The plot thickens as friends become enemies and enemies become allies. Everything starts and ends with Ginga as he struggles to find the strength to defend his world and the honor of Beyblade.
1835|The year is now 2041 AD. A new enemy called Zeravire suddenly appears in the solar system, destroying all military installations it comes across. However, a wealthy man named Klein Sandman is already aware of this planned invasion and had been secretly preparing his army for battle. His trump card is Gravion, a giant robot that utilizes gravity as its source of energy. Meanwhile a young man named Eiji secretly enters Sandman's base in search for his missing sister. It is there that he meets another young man by the name of Toga... These two must now fight together with four other individuals aboard the super robot, Gravion to fend off the Zeravire threat.
666|Yuna Kagurazaka won the interstellar Galaxy Fraulein contest to become the Guardian of the Light. After defeating several threats to galactic peace (As seen in the PC Engine games), old enemies have framed Yuna for attacking and demolishing her hometown. Yuna's friends now must attempt to rescue her from her pending execution, with comedic results.
8481|In a forgotten town known as the old capital of Tokyo, strange and mysterious crimes are progressively occuring. These supernatural occurances are beyond comprehension and bring fear and terror to the people. Only one person is not intimidated by the evil underlying these occurances and is willing to challenge them: Hyuga Mayuki, a young boy detective who holds a special insight power that allows him to uncover the real truth behind these occurances.
6359|After establishing contact with extraterrestrial civilizations, it was found that humans were the only race to develop various sports. The number of alien sports fans grew dramatically, and the most fanatic of them regularly harass stadiums for taking part in a game, or demanding a good show, etc. Finally a treaty was settled, ruling all interferences towards other planets' cultures illegal. Rabbit Force, a group of rabbit-themed henshin girls, became responsible for enforcing the treaty and capturing any offenders.
854|It is a harsh and barren wasteland, where the weak aren't allowed to dream. It is also a sacred land for true men, for there is no place a man can feel more alive. This is the Gun Frontier. Sea Pirate Captain Harlock and the errant samurai, Tochiro arrive in the United States on the Western Frontier. Along with a mysterious woman they meet along the way, the two friends challenge sex rings, bandits, and corrupt sheriff. They are searching for a lost clan of Japanese immigrants, and they will tear Gun Frontier from end to end until they find it.
11256|9 very short non-related stories about the life of Nyarlko, Mahiro and/or Cthuko.
856|The story is about Elly, and the identical twins Sira and Cipher (stage names). Sira and Cipher have a secret (several actually), but Elly finds out straight off that they switch off going to high school, and they’re spooked enough about it to have a contest with her. If she can tell them apart after a month, they’ll tell her why they do it. If she can’t she’ll never tell anyone that they do it.
14341|High school freshman Rihito, who just came back from abroad, started a new life in Japan with his four Busou Shinki, female action figures with weapons.
10011|There is a World Beautiful-Skin Competition (WBC) to which the 3 billion woman of the world aspire to win. Carrying on the 300-year legacy of the competition are twin Bihada sisters, Sara ans Saki.
1190|Doremi Harukaze, 3rd grade student at Misora Elementary School, claims to be the world's unluckiest pretty girl. Fascinated by witchcraft, she is drawn into a mysterious shop where she meets Majo Rika and is able to deduce that this lady is in fact a real witch. Being exposed by a human triggers a curse that transforms witches into magical frogs. To regain her original body, Rika must turn Doremi into a witch by teaching her how to use magic. Thrilled by this odd development, Harukaze becomes a witch apprentice. Unfortunately, her two best friends, Hazuki Fujiwara and Aiko Senoo, discover that Doremi has become a magic user. Afraid that Harukaze might become a magical frog too, Majo Rika recruits both Hazuki and Aiko and makes them witch apprentices too. The trio has lots of adventures as they try to triumph the necessary trials to become real witches.
807|The young Arion is tricked by Hades and is taken to the underworld where he is trained to become a warrior strong enough to defeat even a god. Thrusted into a war among the Titan brothers, Arion embarks into a colossal saga towards the Olympus, home of Zeus.
14730|"The daily life of Wooser, a mysterious ""animal"" that lives on the Internet, with a cute look but a terrible personality."
918|Tenchi decides to move to Tokyo in order to lead a normal life in the big city. While in Tokyo Tenchi meets a girl named Sakuyo. They soon fall in love but as it turns out a dark sinister force has created Sakuyo to get at Tenchi and rule the earth. Now Tenchi must balance love, friends, and life while defending the earth one last time.
12825|Wacky hijinks abound as Rika finds herself in a parallel Hinamizawa in which Tokyo is made of superpowered henchman and Rika herself is a magical girl. After returning to her regular Hinamizawa, Rika finds that the time line has not completely straightened out, as her younger self from 4 years prior has accidentally come to the future.
1234|Calimero is a small pullet which comes always in problems, because he is a good person. He has a girlfriend, Priscilla. But when Calimero does something stupid, Pieter continue of it rapidly with her.
15006|After his uncle's business fails, William Twining, an intelligent young noble, finds himself in a dire financial situation. With no funds for his school tuition, he searches his house until he comes upon the basement. There, he accidentally summons Dantalion, who recognizes William as a descendant of Solomon, and the Elector—the individual that will choose a substitute ruler for when the Emperor of Hell, Lucifer, rests. From that moment on, William's life is irrevocably interwoven with the supernatural world as other demonic candidates for substitute king vie for his nomination and Heaven attempts to retrieve his soul.
2139|"Goku and Kuririn are given an assignment by Kame-Sen'nin: ""Retrieve the sleeping princess from Lucifer and I will take you as my students."" But the mission proves to be more perilous than originally thought."
2596|Spoiled rich girl Yao Sakurakouji decides to join the Miami police force to enjoy car chases, gunfights and wanton destruction. The psychotic and not-too-bright Yao is partnered with Lu Amano, the soft-spoken and sharp-tongued daughter of the police chief. Together the dirty duo clean up the streets of Miami and take on a mysterious crime syndicate known only as 'The Organization'.
139|Kami-sama's old nemesis's son has come to exact revenge on Kami-sama for winning the title of Earth's Guardian. After kidnapping Son Gohan and using the dragon balls to gain immortality, he has a final showdown with Goku.
6242|"Dr. Black Jack forgot his doctor's bag, and his assistant (plus self-claimed ""wife"") Pinoko rushed to deliver the bag but found herself lost in the forest. Guided by a butterfly, she found that many animals in the forest are sick or injured, and Pinoko used her knowledge to help those animals."
196|A team of scientists use the DNA of a rare Pokemon, Mew, to create the world's strongest Pokemon, Mewtwo. Not wanting to be used as an experiment, Mewtwo uses its psychic powers in a violent rage to destroy the scientists who created it. Mewtwo then tries to learn how to focus his powers with the aid of Giovanni, the man who funded the scientists' operations, but discovers that it is being used again. So Mewtwo decides to find its own purpose in life, and carry out its revenge on humans by destroying life on earth by using a deadly storm. Ash Ketchum and a group of other Pokemon Trainers are summoned by Mewtwo to have a battle with it, but they soon discover that they're only being invited so Mewtwo can clone their Pokemon for it's own purposes. Ash then tries to find a way to stop Mewtwo's plot before it can be carried out.
8567|Adapted from the 2005 adults-only superhuman battle action visual novel game Ayakashi. Ayakashi is a parasite life force that gives superpowers to its host, taking in return the host's entire life force. Kusaka Yuu is a student that lost his will to live after the death of a dear childhood friend, until the day a mysterious girl, named Yoake Eimu, appears. From that moment on, his life would never be the same again. Hunted by Ayakashi and their hosts, the power within Yuu awakens and a never ending battle begins.
557|Each episode centers on Nuku Nuku's adventures and mishaps in high school, and her relationship to students, the overall series plot centers on the evil Mishima Industries' scheme to dominate the world through its products. In opposition to this plan are the slightly nutty Kyuusaku Natsume and Nuku Nuku, the android who acts as a companion to his young son. Nuku Nuku's classmates are all eccentrics, Futaba, the class president, is a domineering control-freak, who cannot leave her authority in school. Chieko Shirakaba is the rich snob with the two yes-girls who always take her side. There is a bookworm, a mystic, a scientist, and a pop singer. All of these are true to their descriptions: the mystic is always foretelling doom via tarot cards, spirits, or some other occult technique. The pop singer never says anything except as a song. The bookworm always has her nose in a book. These eccentricities add to the series' humor.
7022|"Rabuge flips back-and-forth following the tribulations of two groups of women: Ayumi and Kaoruko, AKA ""Love Pheromone"", a pair of heroines who fight for justice but always cause more chaos than good, and the Hokke Sisters, five girls who make up the Gedō Otome-Tai, bent on spreading evil throughout the world, but end up helping others instead. Both Love Pheromone and Gedō Otome-Tai struggle through poverty while attempting to reach their goals, be they becoming the world's greatest evil, or to become a popular comedy group and have legions of fans."
12413|Kaizo Katsu is an odd teenager who believes he is a cyborg saved by his classmate Suzu Saien. He thinks she is a scientist and that his classmate Chitan Tsubouchi is her underling. Former student of a school for geniuses, Kaizo and all other students from there became extremely eccentric after a catastrophe that destroyed the academy.
11763|"Aichi Sendō is a timid third-year middle school student who has always lived his life looking backwards rather than forward. However, he has a card called ""Blaster Blade"" that was given to him when he was little, which is the sole thing that sustains him. Then Kai Toshiki, a cool-hearted high schooler, introduces Aichi to a card game called ""Vanguard"". When participants battle they picture they are on a planet called ""Klay"", and since Vanguard features a never before seen game system it has become popular around the world. Aichi immediately likes Vanguard, so he begins to play it with his friends Misaki Togura and Kamui Katsuragi, and others like his new rival Kai (who is one of the best Vanguard players). Aichi plays every day and he strives with all his soul and heart to play better, so when he battles Kai, Kai will recognize Aichi's worth."
17599|Five idol candidates show the audience ways of enjoying physical training.
8374|Pikachu and the other Pokémon were at the beach, when a weakened Wynaut approaches them. It tells them that its friends were attacked by Meowth and the other Team Rocket Pokémon, as well as an Exploud and a Hariyama, because Meowth wanted to take over their playground, which resides on a nearby island. After hearing Wynaut's story, Pikachu and the others decide to help them take back their playground, and begin to train them, so that they can rescue their island from the clutches of Meowth.
6161|Five girls come to a training school to become voice actresses, each with a goal in mind. Momoko Ichihara wants to be a voice actress to meet her favorite voice actor. Rinka Suzuki is an amateur voice actress, but why she chose the profession is unknown. Yurika Sasaki loves anime. Tsubasa Onodera is a tomboy who only takes male parts. Amane Ōhara found herself in a career dead end as a actress and is trying to find another angle. They manage to overcome the difficulties to become voice actresses, although they cannot yet perform as leads. Momoko also start to have feelings for Atari Maeda, a boy who works for an anime company.
4|A new threat appears all over the world in the form of the terrorist group known as the Galactor. To combat the forces of Galactor, well-renowned scientist Kouzaburou Nanbu unleashes the Science Ninja Team Gatchaman, a team of five young heroes skilled in the art of ninjutsu and dressed in unique bird-like costumes.
281|Tsunami, one of the two candidates for the throne of the magic kingdom Juraihelm, is chosen to acsend the throne. Though to be queen, she has to pick an idol who can represent her. Rumiya, the other candidate, despises Tsunami, even though she acts as a friend to her. Rumiya thinks that she is superior to Tsunami and tries to foil Tsunami's crowning. Tsunami's chooses the earthling Sasami as her magical warrior to bring peace and love to earth. Rumiya uses Sasami's introverted friend, Misao, and turns her into the wild warrior, Pixy Misa. Pixyy Misa causes mayhem on earth, while Sasami does not want to except the reality of magic.
15178|"The world is plagued by demons called ""Daemonia"". These creatures target humans experiencing high levels of negative emotions and transform them into blood thirsty monsters. Only the power of the Elemental Tarot, wield by girls from 22 special bloodlines, can defeat them. Akari Taiyo is a 12 year girl who dreams of becoming a fortune teller just like her late mother. She is chosen to carry ""The Sun"" card and joins a mysterious Daemonia fighting organization called Sefiro Fiore. Shortly after joining, Akari learns the horrid truth on how defeating a Daemonia means completely eliminating the person possessed by the demon."
6417|Himeko Tsubaki is a xenophobic schoolgirl in a tennis club who, thanks to a couple of bumbling foreign thieves, accidentally comes into the possession of a magic crown that turns her into a princess (much to the chagrin of her prissy rich classmate). Unfortunately, this crown makes her a target for the thieves, a nonsense-speaking little foreign girl, a cat-obsessed cult, a love-struck assassin, a bomb-happy little foreign prince - and even a pink cat king from another world. Of course, hijinx and hilarity cannot help ensuing.
7612|ES members Éclair and Lumière once were involved in a battle to decide the fate of the galaxy. They prevailed and peace was restored to the galaxy. Now, 25 years later, the galaxy once again stands on the brink of chaos. This conflict will see the dawn of two new heroines; Ascoeur and Q-feuille. The two girls work for the galactic government known as GTO, as they are training to become members of ES.
710|A young mystic without a past, Kujaku was born under a dark omen possessed of incredible supernatural powers. Raised by priests, he has learned to use these powers for good. But the evil Siegfried von Mittgard seeks to steal his birthright, and rule the world as the Regent of Darkness. He has dispatched bloodthirsty minions to destroy Kujaku before he can awaken to his destiny. Now, Kujaku must unravel the riddle of his past, before the power within consumes him.
780|Colonel Yamaki is searching for Locke, an esper with powers far beyond imaginable. He is supposed to enroll him on a mission to investigate Lady Kahn, a millionaire tycoon who is raising an army of espers for an unknown reason.
1288|'Black Ghost,' a top-secret organization bent on promoting global warfare, kidnaps Joe Shimamura AKA 'Cyborg 009' along with eight other unwanted members of society from the four corners of the world and turns them into cyborgs. Though the organization intends to turn the group into super-powered killing machines, it's not long before Joe and his new companions rebel against Black Ghost and make their escape with the help of an old scientist. Using their new powers and abilities, our heroes stay one step ahead of Black Ghost and its evil machinations, trying to save the world from Black Ghost's diabolical scheme.
2045|Maze has gained incredible powers traveling through time and space, but she has also acquired one rather large problem: every night she turns into a really horny man. Unfortunately, Maze must rescue an equally lascivious princess from a mysterious warrior cult. Still, the male version of Maze would rather be chasing tail than rescuing willing princesses.
2121|"After a family tragedy, Kagura is left with only his beloved friend Asami for consolation. Meanwhile, there is a war beginning in the spiritual world. Beings known as ""Elementalors"" call upon power from spirits to maintain harmony in the world by balancing individual forces of nature. Lord Shiki, a water Elementalor, kidnaps Asami in order to use special powers she posesses to retrieve his daughter, who has been imprisioned for nearly destroying the Earth. Kagura discovers that he is also an Elementalor - a very powerful one. He must join forces with other Elementalors to save Asami and prevent Lord Shiki from causing a great imbalance by releasing his daughter."
607|It's summer break, and Yusuke and Kuwabara are enjoying their time by doing one of their favorite hobbies: getting into gang fights and kicking major butt. However, their vacation is cut short when Botan shows up and tells them that Lord Koenma, Prince of the Spirit World, has been kidnapped. The kidnappers demand the Golden Seal for ransom, a seal that is so powerful, that even King Enma, ruler of the Spirit World, could be overthrown if it's stolen from him. Yusuke, Kuwabara and Botan, along with their friends, have very little time to rescue Koenma, before he'll be thrown into lava. Yusuke can't give away the seal, but he can't let Koenma, the person who brought him back from the dead, be hurt either.
3015|
11635|Dante, who betrayed her wife Beatrice,now going to rescue her back from The Inferno. He travels to all of the nine centers of hell. But as he travels to the places, he learned about her family , about Beatrice's family. Lucifer is the main evil who is using Dante's to come back to the Paradise.
3208|AD. 2023, Tokyo. Because of the change of the society such as internationalization and enlargement of the trading, the dark side of the society also continues changing. The criminals are getting deep, and their organizations are increasing its size, then the peace and security is getting worse. The government takes it seriously, and decides to introduce an innovative system. In order to cope with the special criminals, an extralegal police is founded. It is a special criminal team, Warriors, which consists of a few elite members.
7864|After missing the bus, two young children find a book left behind on a bench. It seems to be alive...
140|The evil Dr. Wheelo has resurrected his brain into a robot and now desires to inhabit the body of the world's strongest warrior. This means he must face Son Goku and company in a fight for Goku's life.
